epoch,accuracy,loss,val_accuracy,val_loss
0,0.45723775029182434,1.25082266330719,0.5475504398345947,1.0924006700515747
1,0.6559645533561707,0.86821448802948,0.5129683017730713,1.1017111539840698
2,0.7306947112083435,0.6902346611022949,0.5389049053192139,1.1747931241989136
3,0.7830058336257935,0.5633857846260071,0.5648415088653564,1.2860970497131348
4,0.8231386542320251,0.462217777967453,0.5734870433807373,1.274190068244934
5,0.8530307412147522,0.3979509770870209,0.559077799320221,1.2564743757247925
6,0.8843066692352295,0.33042797446250916,0.5533141493797302,1.5319048166275024
7,0.9000830054283142,0.2888963520526886,0.579250693321228,1.5301069021224976
8,0.9103238582611084,0.25048354268074036,0.5417867302894592,1.7149747610092163
9,0.92637699842453,0.21103902161121368,0.5475504398345947,1.8077642917633057
10,0.9427068829536438,0.17194299399852753,0.5561959743499756,1.81880521774292
11,0.9535012245178223,0.14415380358695984,0.5389049053192139,2.0096607208251953
12,0.9565458297729492,0.1345420479774475,0.5360230803489685,2.1510677337646484
13,0.951287031173706,0.14089460670948029,0.5360230803489685,2.0518674850463867
14,0.9570993781089783,0.12676550447940826,0.5129683017730713,2.35148024559021
15,0.9440907835960388,0.1609012931585312,0.5417867302894592,2.2802891731262207
16,0.9454746842384338,0.15228497982025146,0.5417867302894592,2.1384761333465576
17,0.9676169157028198,0.10460535436868668,0.5331411957740784,2.2774033546447754
18,0.9703847169876099,0.08750956505537033,0.5504322648048401,2.3201396465301514
19,0.9698311686515808,0.1027880534529686,0.5561959743499756,2.311281681060791
20,0.9651259183883667,0.10259746760129929,0.5561959743499756,2.6472277641296387
21,0.9706615209579468,0.0840497612953186,0.5417867302894592,2.4227144718170166
22,0.973429262638092,0.08333569020032883,0.5158501267433167,2.5442254543304443
23,0.974259614944458,0.07714466750621796,0.5072045922279358,2.6636104583740234
24,0.9748131632804871,0.07294084131717682,0.5561959743499756,2.4097559452056885
